"state","statename","st_case","peds","pernotmvit","ve_total","ve_forms","pvh_invl","persons","permvit","county","countyname","city","cityname","month","monthname","day","dayname","day_week","day_weekname","year","hour","hourname","minute","minutename","tway_id","tway_id2","route","routename","rur_urb","rur_urbname","func_sys","func_sysname","rd_owner","rd_ownername","nhs","nhsname","sp_jur","sp_jurname","milept","mileptname","latitude","latitudename","longitud","longitudname","harm_ev","harm_evname","man_coll","man_collname","reljct1","reljct1name","reljct2","reljct2name","typ_int","typ_intname","rel_road","rel_roadname","wrk_zone","wrk_zonename","lgt_cond","lgt_condname","weather","weathername","sch_bus","sch_busname","rail","railname","not_hour","not_hourname","not_min","not_minname","arr_hour","arr_hourname","arr_min","arr_minname","hosp_hr","hosp_hrname","hosp_mn","hosp_mnname","fatals","route_category","day_type","quarter_year","day_quarter"
"1","Alabama","10032",0,0,1,1,0,1,1,3,"BALDWIN (3)",1943,"LOXLEY",1,"January",23,23,1,"Sunday",2022,14,"2:00pm-2:59pm",49,"49","CR-64","",4,"County Road",1,"Rural",5,"Major Collector",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",30.61838611,30.61838611,-87.72523889,-87.72523889,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",14,"2:00pm-2:59pm",49,"49",14,"2:00pm-2:59pm",55,"55",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekend","FQ1_Year","Last Quarter (Month)"
"1","Alabama","10034",0,0,1,1,0,1,1,73,"JEFFERSON (73)",350,"BIRMINGHAM",1,"January",22,22,7,"Saturday",2022,6,"6:00am-6:59am",36,"36","WEST BLVD","",6,"Local Street - Municipality",2,"Urban",5,"Major Collector",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.58305833,33.58305833,-86.71823889,-86.71823889,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",6,"6:00am-6:59am",37,"37",6,"6:00am-6:59am",45,"45",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekend","FQ1_Year","Last Quarter (Month)"
"1","Alabama","10038",0,0,1,1,0,1,1,115,"ST. CLAIR (115)",0,"NOT APPLICABLE",1,"January",18,18,3,"Tuesday",2022,7,"7:00am-7:59am",11,"11","I-20","",1,"Interstate",2,"Urban",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",1444,"1444",33.56593056,33.56593056,-86.52177222,-86.52177222,21,"Bridge Pier or Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",7,"7:00am-7:59am",11,"11",7,"7:00am-7:59am",20,"20",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekday","FQ1_Year","2nd Quarter (Month)"
"1","Alabama","10040",0,0,1,1,0,1,1,13,"BUTLER (13)",0,"NOT APPLICABLE",1,"January",18,18,3,"Tuesday",2022,4,"4:00am-4:59am",0,"0","I-65","",1,"Interstate",1,"Rural",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",1070,"1070",31.57203333,31.57203333,-86.85188889,-86.85188889,18,"Other Object (not fixed)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",4,"4:00am-4:59am",27,"27",4,"4:00am-4:59am",40,"40",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekday","FQ1_Year","2nd Quarter (Month)"
"1","Alabama","10041",1,1,1,1,0,1,1,73,"JEFFERSON (73)",1710,"HOMEWOOD",1,"January",19,19,4,"Wednesday",2022,7,"7:00am-7:59am",39,"39","BARBERS CT","",6,"Local Street - Municipality",2,"Urban",4,"Minor Arterial",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.45934722,33.45934722,-86.83968056,-86.83968056,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",7,"7:00am-7:59am",41,"41",7,"7:00am-7:59am",46,"46",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekday","FQ1_Year","2nd Quarter (Month)"
"1","Alabama","10045",0,0,1,1,0,1,1,103,"MORGAN (103)",890,"DECATUR",1,"January",24,24,2,"Monday",2022,20,"8:00pm-8:59pm",18,"18","NORRIS MILL RD","",6,"Local Street - Municipality",2,"Urban",5,"Major Collector",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",34.50578611,34.50578611,-86.98438611,-86.98438611,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",20,"8:00pm-8:59pm",18,"18",20,"8:00pm-8:59pm",39,"39",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"Others","Weekday","FQ1_Year","Last Quarter (Month)"
"1","Alabama","10050",0,0,1,1,0,2,2,73,"JEFFERSON (73)",0,"NOT APPLICABLE",1,"January",30,30,1,"Sunday",2022,21,"9:00pm-9:59pm",46,"46","SR-ALLIANCE RD","",3,"State Highway",1,"Rural",5,"Major Collector",1,"State Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.55848611,33.55848611,-87.13152222,-87.13152222,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",5,"Outside Trafficway",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",21,"9:00pm-9:59pm",46,"46",21,"9:00pm-9:59pm",54,"54",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"State Highway","Weekend","FQ1_Year","Last Quarter (Month)"
"1","Alabama","10051",0,0,1,1,0,1,1,81,"LEE (81)",200,"AUBURN",1,"January",30,30,1,"Sunday",2022,9,"9:00am-9:59am",1,"1","MOORES MILL RD","",6,"Local Street - Municipality",2,"Urban",4,"Minor Arterial",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",32.5845,32.5845,-85.43233889,-85.43233889,21,"Bridge Pier or Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",9,"9:00am-9:59am",7,"7",9,"9:00am-9:59am",43,"43",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekend","FQ1_Year","Last Quarter (Month)"
"1","Alabama","10052",0,0,2,2,0,2,2,73,"JEFFERSON (73)",350,"BIRMINGHAM",1,"January",30,30,1,"Sunday",2022,5,"5:00am-5:59am",50,"50","KILLOUGH DR","",6,"Local Street - Municipality",2,"Urban",5,"Major Collector",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.61327778,33.61327778,-86.70787778,-86.70787778,12,"Motor Vehicle In-Transport",2,"Front-to-Front",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",99,"Unknown",99,"Unknown",6,"6:00am-6:59am",0,"0",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"Others","Weekend","FQ1_Year","Last Quarter (Month)"
"1","Alabama","10054",0,0,1,1,0,1,1,115,"ST. CLAIR (115)",0,"NOT APPLICABLE",1,"January",30,30,1,"Sunday",2022,14,"2:00pm-2:59pm",53,"53","I-20","",1,"Interstate",2,"Urban",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",1460,"1460",33.57163611,33.57163611,-86.49462222,-86.49462222,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",14,"2:00pm-2:59pm",51,"51",15,"3:00pm-3:59pm",7,"7",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekend","FQ1_Year","Last Quarter (Month)"
"1","Alabama","10055",1,1,1,1,0,1,1,125,"TUSCALOOSA (125)",0,"NOT APPLICABLE",1,"January",31,31,2,"Monday",2022,5,"5:00am-5:59am",50,"50","US-82 SR-6","",2,"US Highway",1,"Rural",3,"Principal Arterial - Other",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",664,"664",33.04456944,33.04456944,-87.38367222,-87.38367222,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",6,"6:00am-6:59am",0,"0",6,"6:00am-6:59am",25,"25",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"US Highway","Weekday","FQ1_Year","Last Quarter (Month)"
"1","Alabama","10056",0,0,1,1,0,1,1,73,"JEFFERSON (73)",0,"NOT APPLICABLE",2,"February",1,1,3,"Tuesday",2022,19,"7:00pm-7:59pm",8,"8","I-59","",1,"Interstate",2,"Urban",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",1190,"1190",33.496875,33.496875,-86.90813611,-86.90813611,34,"Ditch",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",19,"7:00pm-7:59pm",22,"22",19,"7:00pm-7:59pm",32,"32",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekday","FQ1_Year","1st Quarter (Month)"
"1","Alabama","10062",0,0,1,1,0,1,1,97,"MOBILE (97)",0,"NOT APPLICABLE",2,"February",5,5,7,"Saturday",2022,4,"4:00am-4:59am",20,"20","CR-BELLINGRATH RD","",4,"County Road",1,"Rural",5,"Major Collector",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",30.43118889,30.43118889,-88.159925,-88.159925,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",4,"4:00am-4:59am",25,"25",5,"5:00am-5:59am",6,"6",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekend","FQ1_Year","1st Quarter (Month)"
"1","Alabama","10066",0,0,2,2,0,2,2,125,"TUSCALOOSA (125)",3050,"TUSCALOOSA",2,"February",10,10,5,"Thursday",2022,20,"8:00pm-8:59pm",0,"0","UNIVERSITY BLVD","",6,"Local Street - Municipality",2,"Urban",4,"Minor Arterial",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.21195,33.21195,-87.55968889,-87.55968889,1,"Rollover/Overturn",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",3,"Dark - Lighted",1,"Clear",0,"No","0000000","Not Applicable",20,"8:00pm-8:59pm",3,"3",20,"8:00pm-8:59pm",8,"8",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekday","FQ1_Year","1st Quarter (Month)"
"1","Alabama","10070",1,1,1,1,0,1,1,55,"ETOWAH (55)",1280,"GADSDEN",2,"February",11,11,6,"Friday",2022,23,"11:00pm-11:59pm",30,"30","FORREST AVE","",6,"Local Street - Municipality",2,"Urban",4,"Minor Arterial",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",34.01848056,34.01848056,-86.06209167,-86.06209167,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",3,"Dark - Lighted",1,"Clear",0,"No","0000000","Not Applicable",23,"11:00pm-11:59pm",30,"30",23,"11:00pm-11:59pm",44,"44",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekday","FQ1_Year","2nd Quarter (Month)"
"1","Alabama","10071",0,0,2,2,0,2,2,73,"JEFFERSON (73)",0,"NOT APPLICABLE",2,"February",11,11,6,"Friday",2022,13,"1:00pm-1:59pm",25,"25","I-59","",1,"Interstate",2,"Urban",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",1163,"1163",33.46196667,33.46196667,-86.94317222,-86.94317222,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",99,"Unknown",99,"Unknown",99,"Unknown EMS Scene Arrival Hour",99,"Unknown EMS Scene Arrival Minutes",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekday","FQ1_Year","2nd Quarter (Month)"
"1","Alabama","10072",0,0,2,2,0,3,3,39,"COVINGTON (39)",0,"NOT APPLICABLE",2,"February",11,11,6,"Friday",2022,15,"3:00pm-3:59pm",0,"0","SR-55","",3,"State Highway",1,"Rural",4,"Minor Arterial",1,"State Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",367,"367",31.40540833,31.40540833,-86.59879167,-86.59879167,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",15,"3:00pm-3:59pm",0,"0",15,"3:00pm-3:59pm",17,"17",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekday","FQ1_Year","2nd Quarter (Month)"
"1","Alabama","10074",0,0,2,2,0,2,2,89,"MADISON (89)",3026,"TRIANA",2,"February",11,11,6,"Friday",2022,15,"3:00pm-3:59pm",58,"58","WALL TRIANA HWY","",6,"Local Street - Municipality",2,"Urban",5,"Major Collector",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",34.59643889,34.59643889,-86.7544,-86.7544,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",15,"3:00pm-3:59pm",57,"57",16,"4:00pm-4:59pm",12,"12",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekday","FQ1_Year","2nd Quarter (Month)"
"1","Alabama","10075",0,0,1,1,0,2,2,127,"WALKER (127)",2880,"SUMITON",2,"February",11,11,6,"Friday",2022,21,"9:00pm-9:59pm",52,"52","OLD WARRIOR RD","",6,"Local Street - Municipality",1,"Rural",7,"Local",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.73998889,33.73998889,-87.04042222,-87.04042222,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",21,"9:00pm-9:59pm",52,"52",21,"9:00pm-9:59pm",57,"57",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekday","FQ1_Year","2nd Quarter (Month)"
"1","Alabama","10077",1,1,1,1,0,1,1,101,"MONTGOMERY (101)",2130,"MONTGOMERY",2,"February",12,12,7,"Saturday",2022,18,"6:00pm-6:59pm",6,"6","US-80 SR-1 W SOUTH BLVD","",2,"US Highway",2,"Urban",3,"Principal Arterial - Other",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",0,"None",32.32766389,32.32766389,-86.33686944,-86.33686944,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",3,"Dark - Lighted",1,"Clear",0,"No","0000000","Not Applicable",18,"6:00pm-6:59pm",7,"7",18,"6:00pm-6:59pm",14,"14",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"US Highway","Weekend","FQ1_Year","2nd Quarter (Month)"
"1","Alabama","10078",0,0,1,1,0,1,1,21,"CHILTON (21)",0,"NOT APPLICABLE",2,"February",13,13,1,"Sunday",2022,3,"3:00am-3:59am",6,"6","SR-22","",3,"State Highway",1,"Rural",4,"Minor Arterial",1,"State Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",479,"479",32.73781111,32.73781111,-86.89875278,-86.89875278,30,"Utility Pole/Light Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",99,"Unknown",99,"Unknown",99,"Unknown EMS Scene Arrival Hour",99,"Unknown EMS Scene Arrival Minutes",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekend","FQ1_Year","2nd Quarter (Month)"
